facility_name,lat,lon,max_capacity,full_address,city,property_type
John Howitt Elementary,49.2721051,-124.7927286,295.0,"3867 Marpole St, Port Alberni, BC",Port Alberni,Elementary Public School
John Knox Christian - Elementary Campus,49.2261353,-122.9202888,,"8260 13th Ave, Burnaby, BC",Burnaby,Elementary Independent School
John Knox Christian - Secondary Campus,49.2026718,-122.9248906,,"260 12th Street, New Westminster, BC",New Westminster,Elementary-Secondary Independent School
John Maclure Community School,49.0562573,-122.3193054,290.0,"2990 Oriole Cres, Abbotsford, BC",Abbotsford,Elementary Public School
John Muir Elementary,48.3707152,-123.7493308,265.0,"PO Box 790, Sooke, BC",Sooke,Elementary Public School
John Norquay Elementary,49.241796,-123.0509436,830.0,"4710 Slocan St, Vancouver, BC",Vancouver,Elementary Public School
John Oliver Secondary,49.2319465,-123.0926047,1700.0,"530 41st Ave E, Vancouver, BC",Vancouver,Secondary Public School
John Paul II Catholic School,49.2493552,-124.8012802,,"4006 8th Ave, Port Alberni, BC",Port Alberni,Elementary Independent School
John Stubbs Elementary,48.4359881,-123.4629076,,"301 Zealous Cres, Victoria, BC",Victoria,Elementary Public School
John Stubbs Middle,48.4359881,-123.4629076,855.0,"301 Zealous Cres, Victoria, BC",Victoria,Elementary Public School
John T Errington Elementary,49.1432601,-123.1424885,340.0,"9831 Herbert Rd, Richmond, BC",Richmond,Elementary Public School
Johnathan Academy,49.2334253,-123.127617,,"400-5750 Oak St, Vancouver, BC",Vancouver,Secondary Independent School
Johnston Heights Secondary,49.1823856,-122.7967134,1450.0,"15350 99 Ave, Surrey, BC",Surrey,Elementary Public School
Jolene's Daycare,48.663581,-123.411039,161.0,"2047 Melville Dr, Sidney, BC",Sidney,Daycare
Jolly Angels Daycare,49.157989,-122.810801,342.0,"14859 Spenser Dr, Surrey, BC",Surrey,Daycare
Jolly Giant Childcare - 2522 Nadely,49.194822,-124.008568,124.0,"2522 Nadely Cres, Nanaimo, BC",Nanaimo,Daycare
Jolly Giant Childcare Ltd. - Nadely It Location,49.194958,-124.007937,232.0,"2510 Nadely Cres, Nanaimo, BC",Nanaimo,Daycare
Jolly Giant Childcare Ltd. - Nadely Location,49.194514,-124.008472,211.0,"2521 Nadely Cres, Nanaimo, BC",Nanaimo,Daycare
Jolly Giant Childcare Ltd. - Portsmouth Location,49.238882,-124.047425,236.0,"6553 Portsmouth Rd, Nanaimo, BC",Nanaimo,Daycare
Jolly Giant Childcare Ltd. - Selby Location,49.162577,-123.940136,181.0,"436 Selby St, Nanaimo, BC",Nanaimo,Daycare
Jolly Giant Childcare Ltd. - Strickland Location,49.153153,-123.934837,245.0,"10 Strickland St, Nanaimo, BC",Nanaimo,Daycare
Jolly Kids Family Child Care,49.220789,-123.026077,222.0,"6905 La Salle St, Vancouver, BC",Vancouver,Daycare
Jolly Step Early Learning Centre,49.19017,-122.757846,171.0,"10313 167A St, Surrey, BC",Surrey,Daycare
Jolly World Family Child Care,49.272868,-123.120919,101.0,"619-1267 Marinaside Cres, Vancouver, BC",Vancouver,Daycare
Journey Middle School,48.387516,-123.7170042,575.0,"PO Box 100, Sooke, BC",Sooke,Middle School Public School
Joy Harbour Child Care,49.02314,-122.788391,267.0,"1160 Maple St, White Rock, BC",White Rock,Daycare
Joyful Christian Childcare Abbotsford,49.048916,-122.300608,250.0,"2597 Bourquin Cres E, Abbotsford, BC",Abbotsford,Daycare
Joyful Day Care,49.151777,-123.959875,253.0,"641 Hillcrest Ave, Nanaimo, BC",Nanaimo,Daycare
Joyful Journey Daycare,49.32323,-123.046558,287.0,"1621 Rufus Ave, North Vancouver, BC",North Vancouver,Daycare
Joyful Journey's Children Centre,49.675022,-124.940952,260.0,"211 Rodello St, Comox, BC",Comox,Daycare
Joyful Kids Learning Centre,49.15731,-123.113308,176.0,"7600 No. 4 Rd, Richmond, BC",Richmond,Daycare
Joyful Movement Childcare,49.150438,-122.662235,185.0,"8129 202 St, Langley, BC",Langley,Daycare
Juan De Fuca Childcare Centre,48.446246,-123.462197,182.0,"1767 Island Hwy, Victoria, BC",Victoria,Daycare
Jules Quesnel ymca Kids Club,49.259023,-123.192584,313.0,"3050 Crown St, Vancouver, BC",Vancouver,Daycare
Julie & Friends Family Child Care,49.267639,-122.878963,200.0,"755 Adiron Ave, Coquitlam, BC",Coquitlam,Daycare
Jumping Jack Childcare Limited,49.900705,-119.379898,249.0,"399 Fizet Ave, Kelowna, BC",Kelowna,Daycare
Jumping Jacks Preschool,49.095789,-116.504911,118.0,"1714 Canyon St, Creston, BC",Creston,Daycare
Jumping Jellybeans Daycare,52.148691,-122.14664,227.0,"1080 Eleventh Ave N, Williams Lake, BC",Williams Lake,Daycare
Jumping Puddles Childcare,48.478445,-123.39501,155.0,"4173 Bremerton St, Victoria, BC",Victoria,Daycare
Jumpstart,49.682327,-124.997567,283.0,"107 1540 mcphee Ave, Courtenay, BC",Courtenay,Daycare
Jumpstart Preschool,49.368558,-123.27747,77.0,"6350 Marine Dr, West Vancouver, BC",West Vancouver,Daycare
Jungle Explorers,49.824351,-119.483507,187.0,"4372 Gordon Dr, Kelowna, BC",Kelowna,Daycare
Jungle Trail Child Care,49.225247,-123.03776,233.0,"3228 48Th Ave E, Vancouver, BC",Vancouver,Daycare
Junior Achievers Academy,49.186931,-122.551462,232.0,"24195 101A Ave, Maple Ridge, BC",Maple Ridge,Daycare
Junior Adventures Childcare Academy,49.057328,-122.365021,236.0,"3031 Sandpiper Dr, Abbotsford, BC",Abbotsford,Daycare
Junior Citizens Care Center,49.290215,-122.824582,257.0,"999 Noons Creek Dr, Port Moody, BC",Port Moody,Daycare
Junior Einstein's Academy,49.198897,-122.867967,222.0,"10787 128 St, Surrey, BC",Surrey,Daycare
Junior Einstein's Academy (Gateway) Ltd,49.198699,-122.848511,153.0,"13486 108Th Ave, Surrey, BC",Surrey,Daycare
Junior Explorers Academy,49.196418,-122.556439,196.0,"24002 Mcclure Dr, Maple Ridge, BC",Maple Ridge,Daycare
Junior Scholars - Panorama,49.106479,-122.828339,120.0,"103-14225 57 Ave, Surrey, BC",Surrey,Daycare
Junior Scholars - Sullivan,49.104655,-122.796585,182.0,"101-15385 56 Ave, Surrey, BC",Surrey,Daycare
Junior Scholars - Surrey South,49.106938,-122.828569,149.0,"5728 142 St, Surrey, BC",Surrey,Daycare
Junior Trekkers,53.975409,-122.79086,165.0,"2850 Sussex Pl, Prince George, BC",Prince George,Daycare
Juniper Early Learning Center,50.661414,-120.263159,115.0,"2049 Highland Pl, Kamloops, BC",Kamloops,Daycare
Juniper Joyce's Home Away From Home,50.660303,-120.250959,226.0,"2373 Omineca Dr, Kamloops, BC",Kamloops,Daycare
Juniper Ridge Elementary,50.65992015,-120.2449337,365.0,"2540 Quappelle Blvd, Kamloops, BC",Kamloops,Elementary Public School
Just 4 Kids,49.502492,-115.736016,284.0,"3300 7Th St S, Cranbrook, BC",Cranbrook,Daycare
Just 4 Kidz,50.823567,-119.319539,178.0,"3965 Myers Frontage Rd, Tappen, BC",Tappen,Daycare
Just B4 - Grauer Elementary,49.154949,-123.174746,197.0,"4440 Blundell Rd, Richmond, BC",Richmond,Daycare
Just B4 - Lee Elementary,49.145369,-123.120544,269.0,"9491 Ash St, Richmond, BC",Richmond,Daycare
Just B4 Dormick Park Elementary,49.044578,-122.332581,192.0,"32161 Dormick Ave, Abbotsford, BC",Abbotsford,Daycare
Just B4 Preschool,49.485871,-119.557539,235.0,"1437 Allison St, Penticton, BC",Penticton,Daycare
Just B4 Preschool Program,54.236259,-125.752143,254.0,"750 Carroll St, Burns Lake, BC",Burns Lake,Daycare
Just B4 Queensborough,49.186183,-122.940658,250.0,"833 Salter St, New Westminster, BC",New Westminster,Daycare
Just For Fun,49.161031,-121.940357,231.0,"8759 Cornwall Cres, Chilliwack, BC",Chilliwack,Daycare
Just For Kids,49.167144,-122.784751,294.0,"409  9025  158Th St, Surrey, BC",Surrey,Daycare
Just For Kids,49.223239,-122.676841,171.0,"19648 Cedar Lane, Pitt Meadows, BC",Pitt Meadows,Daycare
Just For Kids After School Care,48.795097,-123.693885,148.0,"2494 Roome Rd, Duncan, BC",Duncan,Daycare
Just For Kids After School Care At Mt. Prevost,48.794972,-123.734142,193.0,"6177 Somenos Rd, Duncan, BC",Duncan,Daycare
Just For Kids After School Care At Palsson,48.831232,-124.052245,118.0,"9 Grosskleg Way, Lake Cowichan, BC",Lake Cowichan,Daycare
Just For Kids After School Care At Saltair,48.95763,-123.766808,201.0,"3850 South Oyster School Rd, Ladysmith, BC",Ladysmith,Daycare
Just Kiddies Childcare,49.219906,-122.649814,230.0,"20644 Dewdney Trunk Rd, Maple Ridge, BC",Maple Ridge,Daycare
Just Kiddies Childcare,49.300409,-122.820171,131.0,"103-2591 Panorama Dr, Coquitlam, BC",Coquitlam,Daycare
Just Kidz Family Childcare,49.037486,-122.793446,249.0,"1974 155 St, Surrey, BC",Surrey,Daycare
Just Peachy Child Care Ltd.,48.573301,-123.447817,152.0,"1238 Knute Way, Brentwood Bay, BC",Brentwood Bay,Daycare
Just Peachy Child Care Ltd.,48.585148,-123.426544,154.0,"1785 Hovey Rd, Saanichton, BC",Saanichton,Daycare
Justbeeyou Early Learning,50.582258,-127.066322,348.0,"2725 Woodland Dr, Port mcneill, BC",Port mcneill,Daycare
K B Woodward Elementary,49.1951893,-122.8588329,730.0,"13130 106 Ave, Surrey, BC",Surrey,Elementary Public School
KLO Middle School,49.8601915,-119.4766737,700.0,"3130 Gordon Dr, Kelowna, BC",Kelowna,Middle School Public School
Kaien Island Daycare Services & Family Resource Centre,54.321502,-130.297971,187.0,"1200 Hays Cove Ave, Prince Rupert, BC",Prince Rupert,Daycare
Kalamalka Secondary,50.2227207,-119.2495281,700.0,"7900 Mcclounie Rd, Vernon, BC",Vernon,Elementary Public School
Kaleden Elementary,49.3876687,-119.5957917,195.0,"152 Linden Avenue, Kaleden, BC",Kaleden,Elementary Public School
Kaleidoscope Early Learning Centre,49.09753,-117.695349,222.0,"1555 mclean St, Trail, BC",Trail,Daycare
Kamloops Christian School,50.6967467,-120.3686938,,"750 Cottonwood Ave, Kamloops, BC",Kamloops,Elementary Independent School
Kamloops Kidz (Orchards Walk),50.671061,-120.226633,197.0,"201-3200 Valleyview Dr, Kamloops, BC",Kamloops,Daycare
Kamloops Kidz Early Learning Center (Pineview Campus),50.653633,-120.398084,176.0,"1711 Copperhead Dr, Kamloops, BC",Kamloops,Daycare
Kamloops Kidz Early Learning Center (Sahali Campus),50.656758,-120.339261,195.0,"1585 Summit Dr, Kamloops, BC",Kamloops,Daycare
Kamloops Lollipop Kids Centre,50.704894,-120.423904,158.0,"2632 Young Pl, Kamloops, BC",Kamloops,Daycare
Kamloops Montessori Academy/Full Day Care,50.642859,-120.364063,144.0,"920 Greystone Cres, Kamloops, BC",Kamloops,Daycare
Kamloops School of the Arts,50.6651407,-120.3193163,740.0,"1390 9th Ave, Kamloops, BC",Kamloops,Elementary-Secondary Public School
Kamloops United Church Preschool,50.67388,-120.331441,218.0,"421 St Paul Street, Kamloops, BC",Kamloops,Daycare
Kamloops Village Garden Montessori Early Learning Center,50.646259,-120.357178,127.0,"700 Hugh Allan Dr, Kamloops, BC",Kamloops,Daycare
Kamp Sonshine,49.7355,-123.123716,144.0,"2262 Read Cres, Squamish, BC",Squamish,Daycare
Kanaka Active Kids Club,49.204155,-122.571594,178.0,"11120 234A St, Maple Ridge, BC",Maple Ridge,Daycare
Kanaka Creek Childcare,49.203867,-122.57329,271.0,"23422 Griffen Rd, Maple Ridge, BC",Maple Ridge,Daycare
Kanaka Creek Daycare,49.203419,-122.567449,297.0,"11079 236A St, Maple Ridge, BC",Maple Ridge,Daycare
Kanaka Creek Elementary,49.204155,-122.5715944,570.0,"11120 234a St, Maple Ridge, BC",Maple Ridge,Elementary Public School
Kare-A-Lot Early Learning Centre,50.449361,-119.210343,188.0,"3779 Glover Ave, Armstrong, BC",Armstrong,Daycare
Karen Hambley Daycare,48.489665,-123.319214,84.0,"1781 Ash Rd, Victoria, BC",Victoria,Daycare
Karlee's Kid Club,52.107132,-121.928303,133.0,"3081 Cariboo Hwy, 150 Mile House, BC",150 Mile House,Daycare
Kat And Kids,49.039469,-122.237484,172.0,"35653 Zanatta Pl, Abbotsford, BC",Abbotsford,Daycare
Kathleen McNeely Elementary,49.1824211,-123.0850197,515.0,"12440 Woodhead Rd, Richmond, BC",Richmond,Elementary Public School
Kathy's Licensed Child Care Centre,49.225759,-122.951983,125.0,"6650 Humphries Ave, Burnaby, BC",Burnaby,Daycare
Katie's Korner Childcare Center,49.177894,-123.95522,267.0,"617 Millstone Ave, Nanaimo, BC",Nanaimo,Daycare
Katie's Korner Infant/Toddler Center,49.177911,-123.959948,144.0,"840 Townsite Rd, Nanaimo, BC",Nanaimo,Daycare
Katies Korner After School Program,49.177599,-123.954863,130.0,"510 Millstone Ave, Nanaimo, BC",Nanaimo,Daycare
Katies Korner Infant/Toddler 2,49.178118,-123.960153,369.0,"850 Townsite Rd, Nanaimo, BC",Nanaimo,Daycare
Katies Korner Latimer Road,49.190051,-123.98249,298.0,"1852 Latimer Rd, Nanaimo, BC",Nanaimo,Daycare
Katies Korner Northfield,49.191614,-123.99603,203.0,"2249 Northfield Rd, Nanaimo, BC",Nanaimo,Daycare
Katies Korner Old Quarter,49.164281,-123.940861,245.0,"357 Wesley St, Nanaimo, BC",Nanaimo,Daycare
Katzie Early Years Centre,49.201991,-122.676765,173.0,"19700 Salish Rd, Pitt Meadows, BC",Pitt Meadows,Daycare
Katzie Elementary,49.1307299,-122.6934515,650.0,"6887 194a St, Surrey, BC",Surrey,Elementary Public School
Kay Bingham Elementary,50.7044512,-120.3980096,340.0,"950 Southill St, Kamloops, BC",Kamloops,Elementary Public School
Keating Elementary,48.567667,-123.4024759,585.0,"6843 Central Saanich Rd, Victoria, BC",Victoria,Elementary Public School
Keating Out Of School Care (Lions Hall),48.572182,-123.403147,216.0,"6994 East Saanich Rd, Saanichton, BC",Saanichton,Daycare
Keating Out-Of-School Care,48.567667,-123.4025,138.0,"6843 Central Saanich Rd, Victoria, BC",Victoria,Daycare
Keeginaw Preschool / Keeginaw Kids,56.241708,-120.851885,174.0,"10208 95 Ave, Fort St. John, BC",Fort St. John,Daycare
Keekoz Daycare,49.276263,-123.008941,187.0,"4290 Venables St, Burnaby, BC",Burnaby,Daycare
Keep Smiling Childcare,49.190312,-123.996463,185.0,"2120 Boxwood Rd, Nanaimo, BC",Nanaimo,Daycare
Kelli's Little Angels,49.26862,-122.99817,120.0,"4652 Brentlawn Dr, Burnaby, BC",Burnaby,Daycare
Kellie N Kids Daycare,49.506995,-119.638161,190.0,"1705 Estates Pl, Penticton, BC",Penticton,Daycare
Kellie's Family Daycare,51.292461,-116.949505,304.0,"1515 Fir Cres, Golden, BC",Golden,Daycare
Kelly Creek Community School,49.778901,-124.376593,201.0,"2341 Zilinsky Rd, Powell River, BC",Powell River,Daycare
Kelly Creek Community School,49.7789748,-124.3779374,170.0,"2341 Zilinsky Rd, Powell River, BC",Powell River,Elementary Public School
Kelly's Daycare,54.296024,-130.336875,288.0,"1797 Sloan Ave, Prince Rupert, BC",Prince Rupert,Daycare
Kelly's Family Child Care,49.239066,-123.07249,137.0,"1618 34 Ave E, Vancouver, BC",Vancouver,Daycare
Kelowna Airport ymca Child Care Centre,49.954305,-119.384717,144.0,"190 Convair Pl, Kelowna, BC",Kelowna,Daycare
Kelowna Arts Academy,49.8926723,-119.4098538,,"1180 Houghton Rd, Kelowna, BC",Kelowna,Elementary-Secondary Independent School
Kelowna Christian School,49.858471,-119.471613,219.0,"3285 Gordon Dr, Kelowna, BC",Kelowna,Daycare
Kelowna Christian School,49.8628104,-119.4572087,,"2870 Benvoulin Rd, Kelowna, BC",Kelowna,Elementary-Secondary Independent School
Kelowna Creative Advantage Childcare,49.861683,-119.456201,196.0,"3070 Benvoulin Rd, Kelowna, BC",Kelowna,Daycare
Kelowna Early Explorers Academy,49.88488,-119.425316,181.0,"2-1880 Baron Rd, Kelowna, BC",Kelowna,Daycare
Kelowna Kids Co.,49.864564,-119.493352,213.0,"439 West Ave, Kelowna, BC",Kelowna,Daycare
Kelowna Kids Co.,49.866775,-119.489585,112.0,"201-2750 Richter St, Kelowna, BC",Kelowna,Daycare
Kelowna Kids Co: Lakewood,50.048525,-119.417603,144.0,"11414 Lakewood Rd, Lake Country, BC",Lake Country,Daycare
Kelowna Secondary,49.8640577,-119.4783557,1600.0,"1079 Raymer Ave, Kelowna, BC",Kelowna,Elementary Public School
Kenagnes Family Child Care,49.225253,-123.093476,145.0,"534 49Th Ave E, Vancouver, BC",Vancouver,Daycare
Kengard Alternate School,50.1115953,-120.778812,,"2975 Clapperton Avenue, Merritt, BC",Merritt,Secondary Public School
Kennedy Trail Elementary,49.1539663,-122.8829326,340.0,"8305 122a St, Surrey, BC",Surrey,Elementary Public School
Kennedy Trail ymca Kids Club,49.153966,-122.882933,287.0,"8305 122A St., Surrey, BC",Surrey,Daycare
Kenneth Gordon,49.3092342,-123.0161226,,"420 Seymour River Pl, North Vancouver, BC",North Vancouver,Elementary-Secondary Independent School
Kensington Out Of School Care,49.237572,-123.074183,89.0,"5175 Dumfries St, Vancouver, BC",Vancouver,Daycare
Kensington Preschool,49.237572,-123.074183,280.0,"5175 Dumfries St, Vancouver, BC",Vancouver,Daycare
Kent Elementary,49.2341366,-121.7584008,365.0,"7285 Mccullough Rd, Agassiz, BC",Agassiz,Elementary Public School
Kenzie N Friends,55.774237,-120.225417,213.0,"804 90 Ave, Dawson Creek, BC",Dawson Creek,Daycare
Kermode Friendship Society Aboriginal Headstart,54.519961,-128.587525,248.0,"102 3313 Kalum St, Terrace, BC",Terrace,Daycare
Kermode Friendship Society Daycare Center,54.519104,-128.594744,187.0,"4714 Park Ave, Terrace, BC",Terrace,Daycare
Kerrisdale Annex,49.2328337,-123.1768426,120.0,"3250 43rd Ave W, Vancouver, BC",Vancouver,Elementary Public School
Kerrisdale Elementary,49.2357177,-123.174498,560.0,"5555 Carnarvon St, Vancouver, BC",Vancouver,Elementary Public School
Kerrisdale Little Owl's Preschool,49.233185,-123.157093,172.0,"109 5851 West Boulevard, Vancouver, BC",Vancouver,Daycare
Kerrisdale ymca Kids Club,49.235716,-123.174493,208.0,"5555 Carnarvon St, Vancouver, BC",Vancouver,Daycare
Kersley Elementary School,52.837933,-122.418624,95.0,"2899 Arnoldus Rd, Quesnel, BC",Quesnel,Elementary Public School
Kew Farm Family Child Care,48.742576,-123.67802,247.0,"2601 Soole Rd, Duncan, BC",Duncan,Daycare
Key To Success Daycare,49.177853,-122.807929,122.0,"14957 96A Ave, Surrey, BC",Surrey,Daycare
Khalsa Child Care Centre,49.064794,-122.374949,209.0,"30640 Blueridge Dr, Abbotsford, BC",Abbotsford,Daycare
Khalsa Child Care Centre,49.115334,-122.49419,282.0,"26345 62 Ave, Langley, BC",Langley,Daycare
Khalsa Childcare Centre,49.129605,-122.879276,163.0,"6933 124 St, Surrey, BC",Surrey,Daycare
Khalsa Childcare Centre - Ch,49.140899,-122.806943,257.0,"14988 76 Ave, Surrey, BC",Surrey,Daycare
Khalsa Childcare Centre 1,49.130217,-122.879276,185.0,"6989 124 St, Surrey, BC",Surrey,Daycare
Khalsa Childcare Centre Kps,49.129611,-122.878775,247.0,"6962 124 St, Surrey, BC",Surrey,Daycare
Khalsa Childcare Centre Oyr,49.196133,-122.87891,244.0,"10677 124 St, Surrey, BC",Surrey,Daycare
Khalsa School Newton,49.1296045,-122.8792764,,"6933 124 St, Surrey, BC",Surrey,Elementary Independent School
Khalsa School Old Yale Road,49.1961332,-122.8789099,,"10677 124 St, Surrey, BC",Surrey,Elementary Independent School
Khalsa School of the Fraser Valley,49.1153341,-122.49419,,"26345 62 Ave, Langley, BC",Langley,Elementary Jr. Secondary Independent School
Khalsa Secondary School (Surrey),49.1943695,-122.8789872,,"10589 124 St, Surrey, BC",Surrey,Secondary Independent School
Khowhemun Elementary,48.7794681,-123.7165866,365.0,"2918 Cliffs Rd, Duncan, BC",Duncan,Elementary Public School
Kid Central,49.129379,-122.664294,155.0,"6982 201 St, Langley, BC",Langley,Daycare
Kid Kat Childcare,49.259209,-122.746934,199.0,"2433 Ottawa St, Port Coquitlam, BC",Port Coquitlam,Daycare
Kid N Kaboodle Family Childcare,49.187085,-121.945547,173.0,"46225 Strathcona Rd, Chilliwack, BC",Chilliwack,Daycare
Kid Spot Surrey,49.105839,-122.731456,116.0,"102-17720 57 Ave, Surrey, BC",Surrey,Daycare
Kid'n Around Childrens Centre,49.075221,-122.641978,107.0,"20997 40 Ave, Langley, BC",Langley,Daycare
Kid's Castle Children's Center,49.16828,-122.782172,294.0,"15893 91St Ave, Surrey, BC",Surrey,Daycare
Kid's Castle Group Day Care,49.17394,-122.789771,251.0,"9422 156 St, Surrey, BC",Surrey,Daycare
Kid's Garden Family Daycare,49.170938,-122.785682,128.0,"15762 92A Ave, Surrey, BC",Surrey,Daycare
